,UID,PID,PURCHASE_Time
46875,5383,6859,2014-06-17
46876,14400,2113,2014-05-28
46877,9871,2113,2013-08-9
46878,7454,2113,2014-02-26
46879,1425,2113,2011-12-22
46880,5051,2113,2013-01-19
46881,25180,2113,2013-07-6
46882,9865,2113,2013-07-21
46883,15002,2113,2012-04-4
46884,12559,2113,2013-01-25
46885,1317,2113,2013-10-26
46886,23182,2113,2013-09-4
46887,20993,2113,2013-06-14
46888,14092,2113,2013-11-24
46889,9904,2113,2013-01-9
46890,2857,2113,2013-07-12
46891,13440,2113,2013-11-6
46892,26996,2113,2013-08-4
46893,24453,2113,2013-07-6
46894,11818,2113,2013-04-21
46895,20282,2113,2012-04-11
46896,18982,2113,2012-09-7
46897,5626,2113,2012-01-12
46898,22474,2113,2013-04-29
46899,5695,2113,2013-01-25
46900,4530,2113,2013-07-30
46901,22896,2113,2013-09-29
46902,1584,2113,2013-04-9
46903,22351,2113,2013-11-14
46904,6963,2113,2014-03-12
46905,21649,2113,2012-11-10
46906,2634,2113,2013-02-22
46907,12496,2113,2013-04-21
46908,25821,2113,2012-03-4
46909,5339,2113,2012-06-2
46910,37,2113,2012-11-11
46911,11948,2113,2013-04-9
46912,18881,2113,2013-11-30
46913,6649,2113,2013-02-7
46914,19294,2113,2012-12-27
46915,23830,2113,2013-03-26
46916,11610,2113,2012-06-18
46917,13867,2113,2013-02-25
46918,6620,2113,2014-02-10
46919,16660,2113,2013-04-25
46920,17417,2113,2012-10-1
46921,13059,2113,2014-01-7
46922,19788,2113,2013-04-14
46923,24180,2113,2013-12-2
46924,26423,2113,2012-12-26
46925,19570,2113,2012-08-27
46926,20444,2113,2013-07-30
46927,20764,2113,2012-11-26
46928,7953,2113,2014-05-29
46929,25076,2113,2013-06-28
46930,5856,2113,2013-08-29
46931,20888,2113,2013-03-22
46932,17020,2113,2013-01-30
46933,6288,2113,2013-05-20
46934,19556,2113,2013-01-22
46935,23304,2113,2012-08-13
46936,25894,2113,2013-03-25
46937,12327,2113,2013-05-29
46938,15763,2113,2013-01-7
46939,1796,2113,2013-03-23
46940,4077,2113,2013-10-21
46941,10147,2113,2012-05-22
46942,1887,2113,2013-02-6
46943,11923,2113,2013-01-11
46944,8887,2113,2013-11-18
46945,9778,2113,2013-02-4
46946,2443,2113,2012-09-28
46947,10072,2113,2014-05-16
46948,8997,2113,2012-05-6
46949,10280,2113,2013-04-13
46950,11819,2113,2014-03-6
46951,10948,2113,2013-04-21
46952,16792,2113,2014-05-26
46953,12673,2113,2014-02-11
46954,16926,2113,2014-02-11
46955,24641,2113,2012-10-5
46956,1600,2113,2013-02-20
46957,13573,2113,2013-04-15
46958,24600,2113,2012-12-28
46959,21769,2113,2013-07-20
46960,18910,2113,2013-08-29
46961,10616,2113,2013-01-29
46962,8367,2113,2012-09-27
46963,12423,2113,2013-08-27
46964,9124,2113,2012-06-13
46965,23730,2113,2013-09-15
46966,13281,2113,2014-02-19
46967,5174,2113,2013-08-15
46968,22949,2113,2013-01-11
46969,23021,2113,2012-11-27
46970,23974,2113,2013-04-3
46971,1473,2113,2013-05-17
46972,17101,2113,2012-10-3
46973,13926,2113,2012-04-22
46974,18931,2113,2012-10-25
46975,1633,2113,2012-12-7
46976,2764,2113,2014-01-25
46977,2805,2113,2013-07-21
46978,5235,2113,2013-05-14
46979,25284,2113,2012-12-21
46980,22053,2113,2012-04-5
46981,23039,2113,2014-06-8
46982,17556,2113,2013-02-28
46983,10735,2113,2013-11-4
46984,9409,2113,2013-08-14
46985,1038,2113,2014-02-22
46986,26429,2113,2013-12-22
46987,13312,2113,2012-04-13
46988,12386,2113,2013-06-18
46989,13895,2113,2013-06-24
46990,10143,2113,2013-05-29
46991,27257,2113,2013-11-24
46992,12692,2113,2012-07-11
46993,13284,2113,2013-03-18
46994,9917,2113,2012-12-16
46995,15551,2113,2012-11-30
46996,4393,2113,2013-05-10
46997,5538,2113,2012-10-6
46998,12468,2113,2012-10-17
46999,26595,2113,2012-09-10
47000,22281,2113,2012-10-5
47001,9499,2113,2013-05-23
47002,6105,2113,2014-06-28
47003,16434,2113,2013-04-23
47004,5596,2113,2013-11-9
47005,18930,2113,2013-01-17
47006,8734,2113,2013-11-25
47007,24894,2113,2013-08-9
47008,17395,2113,2013-05-8
47009,10815,2113,2013-04-22
47010,22563,2113,2014-03-11
47011,23669,2113,2013-02-27
47012,15858,2113,2012-06-14
47013,1401,2113,2013-02-26
47014,14855,2113,2013-02-15
47015,5458,2113,2013-04-30
47016,9320,2113,2013-07-10
47017,8826,2113,2013-11-16
47018,78,2113,2011-12-16
47019,26380,2113,2013-11-1
47020,21558,2113,2014-03-3
47021,6521,2113,2012-03-25
47022,20777,2113,2013-03-25
47023,4081,2113,2012-01-8
47024,15664,2113,2013-06-27
47025,14758,2113,2013-04-7
47026,16244,2113,2012-01-7
47027,24852,2113,2012-12-28
47028,24138,2113,2013-08-17
47029,1347,2113,2012-05-13
47030,6937,2113,2011-11-14
47031,300,2113,2013-11-20
47032,16673,2113,2013-07-17
47033,16080,2113,2013-09-4
47034,19359,2113,2012-12-20
47035,17343,2113,2013-04-2
47036,8345,2113,2012-08-1
47037,25838,2113,2012-06-30
47038,12161,2113,2013-04-19
47039,22206,2113,2013-01-17
47040,23781,2113,2013-08-13
47041,19645,2113,2013-08-12
47042,5144,2113,2013-09-25
47043,18081,2113,2013-07-22
47044,6499,2113,2013-06-27
47045,7407,2113,2013-08-12
47046,6942,2113,2012-12-2
47047,11111,2113,2012-01-31
47048,14922,2113,2014-01-7
47049,5433,2113,2013-12-31
47050,10197,2113,2012-12-12
47051,15745,2113,2013-01-14
47052,6889,2113,2013-01-6
47053,25293,2113,2013-07-12
47054,18237,2113,2012-12-14
47055,27875,2113,2012-12-29
47056,10185,2113,2012-12-12
47057,2435,2113,2013-10-16
47058,4992,2113,2013-02-7
47059,6850,2113,2013-10-7
47060,7541,2113,2012-07-5
47061,8325,2113,2013-03-20
47062,6013,2113,2012-11-20
47063,16539,2113,2012-12-10
47064,20656,2113,2012-09-4
47065,15929,2113,2014-04-16
47066,3441,2113,2013-06-20
47067,6264,2113,2013-12-26
47068,6265,2113,2012-03-21
47069,25173,2113,2012-08-18
47070,15217,2113,2013-05-9
47071,27512,2113,2014-05-5
47072,24186,2113,2013-01-31
47073,17107,2113,2013-02-7
47074,8882,2113,2013-08-4
47075,25841,2113,2013-01-16
47076,2433,2113,2013-04-17
47077,19674,2113,2013-08-24
47078,4930,2113,2013-01-30
47079,10792,2113,2012-05-21
47080,2075,2113,2013-08-31
47081,6516,2113,2013-12-27
47082,7131,2113,2013-01-14
47083,8134,2113,2014-06-26
47084,7580,2113,2014-01-19
47085,16015,2113,2013-11-19
47086,9555,2113,2013-01-7
47087,16977,2113,2013-07-11
47088,22255,2113,2013-03-10
47089,26265,2113,2013-07-14
47090,20064,2113,2014-03-3
47091,17810,2113,2013-07-29
47092,378,2113,2012-11-24
47093,15750,2113,2013-01-1
47094,4656,2113,2013-06-26
47095,5923,2113,2012-01-25
47096,13870,2113,2013-05-11
47097,12536,2113,2013-07-8
47098,24481,2113,2013-01-26
47099,14227,2113,2014-04-12
47100,9431,2113,2011-12-29
47101,1732,2113,2012-05-26
47102,12135,2113,2014-03-3
47103,6165,2113,2012-09-10
47104,26608,2113,2012-05-26
47105,21265,2113,2013-05-1
47106,3376,2113,2012-01-15
47107,3004,2113,2013-07-30
47108,7393,2113,2013-08-18
47109,22588,2113,2012-03-18
47110,24473,2113,2013-11-4
47111,12980,2113,2012-12-13
47112,20071,2113,2013-04-2
47113,22549,2113,2014-01-8
47114,11124,2113,2013-03-15
47115,12082,2113,2013-04-15
47116,4082,2113,2012-06-14
47117,18058,2113,2013-08-1
47118,23238,2113,2012-03-19
47119,10257,2113,2013-07-10
47120,9172,2113,2012-07-7
47121,15673,2113,2013-09-8
47122,22200,2113,2014-03-1
47123,11589,2113,2012-12-27
47124,23152,2113,2013-07-30
47125,2855,2113,2013-05-30
47126,7720,2113,2013-02-3
47127,17368,2113,2012-12-21
47128,12168,2113,2012-12-19
47129,6136,2113,2013-11-15
47130,21654,2113,2014-02-15
47131,17116,2113,2013-03-1
47132,27401,2113,2013-01-3
47133,17321,2113,2013-02-5
47134,13242,2113,2012-01-5
47135,5820,2113,2013-05-20
47136,17488,2113,2014-06-7
47137,25316,2113,2013-06-12
47138,592,2113,2013-07-29
47139,12931,2113,2014-03-5
47140,16461,2113,2012-11-21
47141,26133,2113,2013-02-1
47142,3708,2113,2013-02-24
47143,19398,2113,2014-02-9
47144,21136,2113,2012-12-21
47145,23719,2113,2014-07-4
47146,24061,2113,2013-02-20
47147,12868,2113,2013-10-22
47148,26575,2113,2013-06-6
47149,17209,2113,2013-11-3
47150,21557,2113,2013-02-14
47151,19649,2113,2012-11-16
47152,16532,2113,2013-06-27
47153,26597,2113,2012-12-27
47154,16969,2113,2013-10-30
47155,15569,2113,2012-12-20
47156,22808,2113,2012-12-20
47157,12957,2113,2011-12-13
47158,12639,2113,2012-05-25
47159,19624,2113,2014-01-12
47160,5564,2113,2013-01-10
47161,3446,2113,2013-09-3
47162,12640,2113,2013-01-3
47163,23588,2113,2014-01-25
47164,25691,2113,2012-12-18
47165,12018,2113,2014-02-27
47166,560,2113,2013-01-6
47167,20219,2113,2012-11-12
47168,10787,2113,2014-02-6
47169,22458,2113,2013-02-24
47170,17108,2113,2013-02-4
47171,7558,2113,2012-06-15
47172,5588,2113,2013-02-4
47173,20247,2113,2013-04-19
47174,20045,2113,2013-11-16
47175,9091,2113,2012-05-17
47176,26376,2113,2012-09-29
47177,5163,2113,2014-04-14
47178,5059,2113,2012-10-19
47179,1383,2113,2012-12-13
47180,279,2113,2013-06-14
47181,11527,2113,2013-01-1
47182,8797,2113,2013-01-12
47183,26793,2113,2014-04-8
47184,26884,2113,2013-04-20
47185,2841,2113,2013-11-10
47186,26,2113,2013-09-1
47187,18815,2113,2012-12-7
47188,10375,2113,2013-09-18
47189,8161,2113,2014-02-22
47190,24735,2113,2014-05-9
47191,1461,2113,2013-07-15
47192,10194,2113,2013-05-14
47193,11244,2113,2013-03-2
47194,19709,2113,2013-12-21
47195,3643,2113,2014-02-28
47196,19558,2113,2014-02-18
47197,24350,2113,2011-12-1
47198,2027,2113,2012-01-26
47199,10422,2113,2012-12-10
47200,17611,2113,2014-03-24
47201,16364,2113,2013-01-30
47202,26322,2113,2013-07-23
47203,15074,2113,2013-08-13
47204,3978,2113,2013-06-24
47205,18238,2113,2012-07-15
47206,1876,2113,2012-12-23
47207,8052,2113,2013-02-7
47208,5383,2113,2014-06-17
47209,1193,2113,2013-08-12
47210,8498,2113,2013-06-29
47211,23020,10330,2012-01-9
47212,24091,10330,2013-06-18
47213,9734,9225,2013-03-24
47214,21443,9225,2012-01-30
47215,4979,9225,2013-02-24
47216,14279,9225,2013-01-2
47217,18156,9225,2012-12-25
47218,22506,9225,2013-04-24
47219,14265,9225,2012-11-2
47220,11381,9225,2014-01-31
47221,20059,9225,2012-07-7
47222,11167,9225,2012-12-16
47223,6456,9225,2013-09-5
47224,22041,9225,2013-01-23
47225,12370,9225,2012-01-14
47226,19949,9225,2012-10-5
47227,25632,9225,2013-06-1
47228,15596,9225,2012-02-13
47229,15750,9225,2012-12-10
47230,10083,9225,2012-06-30
47231,9742,9225,2012-03-6
47232,16309,9225,2012-11-27
47233,21715,9225,2012-11-29
47234,10396,9225,2012-01-17
47235,4774,9225,2012-12-26
47236,5831,5429,2012-05-14
47237,10185,5429,2013-11-15
47238,21936,5429,2013-02-4
47239,15832,5429,2013-02-26
47240,22827,5429,2012-11-30
47241,159,9032,2013-02-8
47242,23880,9032,2012-09-16
47243,22103,9032,2013-08-29
47244,22936,9032,2012-10-29
47245,225,9032,2012-09-28
47246,8809,9032,2013-06-17
47247,18810,9032,2013-02-8
47248,16825,9032,2013-08-24
47249,3299,9032,2014-07-2
47250,24056,9032,2013-03-9
47251,26608,9032,2012-08-9
47252,314,9032,2013-02-8
47253,15910,9032,2014-03-28
47254,8494,9032,2013-03-20
47255,6934,9032,2013-01-10
47256,8926,9032,2012-06-15
47257,13205,9032,2012-05-1
47258,18098,3870,2012-01-4
47259,3837,3870,2012-12-14
47260,23690,3870,2012-12-18
47261,24589,3870,2012-12-31
47262,26688,3870,2013-07-21
47263,18734,7179,2014-01-23
47264,4541,7179,2012-10-14
47265,15721,7179,2013-03-10
47266,23632,7179,2014-06-3
47267,15194,7179,2014-03-1
47268,13791,7179,2014-01-21
47269,9875,7179,2014-03-19
47270,27014,7179,2013-01-24
47271,20668,7179,2014-01-29
47272,2910,7179,2014-01-18
47273,9899,7179,2013-10-12
47274,27590,7179,2013-05-1
47275,20799,7179,2012-11-21
47276,2883,7179,2013-10-20
47277,22485,7179,2012-08-24
47278,22041,7179,2013-01-23
47279,6534,7179,2013-11-8
47280,8531,7179,2012-04-10
47281,4236,7179,2014-02-3
47282,26474,7179,2013-08-9
47283,2803,7179,2013-08-20
47284,5135,7179,2013-05-7
47285,5115,7179,2014-06-11
47286,11869,7179,2013-01-26
47287,22207,7179,2013-08-26
47288,27777,7179,2014-03-22
47289,25469,7179,2013-07-25
47290,16120,7179,2013-08-16
47291,2085,7179,2013-11-30
47292,6165,7179,2013-05-17
47293,9243,7179,2012-12-17
47294,25131,7179,2013-01-28
47295,21353,7179,2013-02-7
47296,14168,7179,2013-02-2
47297,11616,7179,2014-01-24
47298,982,7179,2012-07-31
47299,22779,7179,2012-12-28
47300,5925,7179,2013-07-24
47301,27369,7179,2013-03-29
47302,25851,7179,2012-09-22
47303,11895,7179,2011-12-9
47304,6188,7179,2014-01-8
47305,18969,7179,2014-01-9
47306,2431,5374,2012-09-7
47307,13150,5374,2012-11-19
47308,8531,5374,2012-04-10
47309,8923,5374,2013-01-2
47310,13573,5632,2012-09-9
47311,17065,5632,2012-10-5
47312,24006,5632,2012-03-10
47313,4383,5632,2013-02-14
47314,27769,5632,2012-11-26
47315,22973,5632,2012-11-4
47316,23281,5632,2013-06-14
47317,17738,5632,2012-06-20
47318,22384,5632,2012-07-27
47319,19138,679,2011-10-27
47320,20883,679,2011-12-16
47321,19828,679,2011-10-30
47322,961,679,2012-02-16
47323,13419,9564,2012-03-29
47324,27709,9564,2013-02-15
47325,7216,9564,2011-12-6
47326,7522,9564,2013-03-12
47327,2136,9564,2013-06-18
47328,2149,9564,2012-07-10
47329,671,9564,2013-02-13
47330,20533,9564,2013-04-8
47331,25241,9564,2012-06-21
47332,4699,9564,2013-05-3
47333,25202,9564,2011-10-25
47334,15943,9564,2013-04-14
47335,25337,9564,2012-04-9
47336,1043,9564,2012-12-16
47337,22470,190,2012-04-9
47338,24471,190,2012-06-5
47339,12115,190,2012-02-28
47340,9119,190,2012-07-4
47341,3007,190,2013-09-1
47342,7744,190,2012-09-6
47343,2991,190,2013-03-28
47344,24510,190,2012-07-27
47345,16590,190,2014-06-5
47346,25628,190,2013-05-10
47347,20955,190,2013-12-6
47348,26817,190,2014-01-16
47349,7393,190,2014-02-27
47350,16330,190,2012-02-1
47351,25324,190,2013-03-16
47352,3379,190,2012-07-1
47353,8548,190,2012-11-20
47354,4859,6771,2012-06-8
47355,15096,6771,2012-12-25
47356,16324,6771,2012-03-6
47357,17657,6771,2012-08-15
47358,15157,1284,2013-05-31
47359,3522,1284,2012-07-23
47360,14826,1284,2013-07-11
47361,16665,1284,2011-11-27
47362,14161,1284,2013-02-18
47363,26698,1284,2013-11-14
47364,24389,1284,2013-04-23
47365,5768,1284,2013-12-5
47366,15378,1284,2013-06-16
47367,4981,1284,2012-10-18
47368,1240,1284,2013-04-6
47369,15641,1284,2013-09-18
47370,10468,1597,2012-09-13
47371,18249,1597,2013-01-9
47372,20172,1597,2013-12-16
47373,15605,1597,2014-03-9
47374,25948,1597,2012-03-16
47375,20377,1597,2014-04-16
47376,10319,1597,2014-02-14
47377,10849,1597,2012-05-23
47378,22903,1597,2013-02-23
47379,21214,1597,2012-06-29
47380,26288,1597,2013-07-6
47381,13079,1597,2012-12-26
47382,4041,1597,2013-01-15
47383,8981,1597,2012-12-4
47384,6310,1597,2013-03-5
47385,16983,1597,2013-02-27
47386,19637,1597,2013-01-20
47387,2197,1597,2014-04-18
47388,23570,1597,2012-03-23
47389,18474,1597,2012-11-19
47390,25288,1597,2013-02-25
47391,26149,1597,2012-09-26
47392,24098,1597,2013-04-10
47393,6079,1597,2012-06-28
47394,817,1597,2014-05-26
47395,825,1597,2012-06-22
47396,25618,1597,2012-09-7
47397,11187,1597,2013-01-22
47398,2309,1597,2012-06-5
47399,23375,1597,2013-12-30
47400,26328,1597,2013-01-23
47401,19426,1597,2012-09-10
47402,1862,1597,2012-10-5
47403,10422,1597,2012-12-10
47404,19454,1597,2013-10-1
47405,4072,9830,2012-03-19
47406,6200,9830,2012-10-29
47407,24237,9830,2014-01-29
47408,16423,9830,2014-03-2
47409,7010,9830,2013-01-1
47410,6458,9830,2013-08-22
47411,27568,9830,2013-12-4
47412,20282,9830,2012-04-11
47413,9891,9830,2013-02-14
47414,27338,9830,2013-02-9
47415,19333,9830,2012-11-26
47416,27200,9830,2012-05-10
47417,20014,9830,2012-12-26
47418,25948,9830,2014-01-25
47419,18943,9830,2013-02-7
47420,1196,9830,2012-01-25
47421,23304,9830,2013-01-3
47422,20733,9830,2013-04-6
47423,24836,9830,2012-11-30
47424,15557,9830,2013-06-2
47425,24162,9830,2012-01-11
47426,10908,9830,2013-11-14
47427,27205,9830,2012-08-7
47428,11221,9830,2012-04-20
47429,24510,9830,2012-07-27
47430,7452,9830,2012-12-23
47431,12907,9830,2012-02-27
47432,26589,9830,2012-07-2
47433,5876,9830,2013-06-18
47434,16415,9830,2013-03-1
47435,18930,9830,2013-01-17
47436,27255,9830,2013-02-11
47437,7015,9830,2012-12-5
47438,19164,9830,2013-09-3
47439,7272,9830,2012-12-17
47440,13367,9830,2012-12-3
47441,2756,9830,2012-02-29
47442,1764,9830,2013-09-8
47443,6603,9830,2013-01-29
47444,21385,9830,2012-11-28
47445,13751,9830,2011-12-22
47446,12754,9830,2014-04-19
47447,15629,9830,2014-06-16
47448,18474,9830,2013-08-31
47449,18237,9830,2012-12-14
47450,7541,9830,2012-07-5
47451,27698,9830,2013-04-14
47452,22967,9830,2012-07-17
47453,27536,9830,2013-02-17
47454,6265,9830,2013-01-17
47455,24258,9830,2013-02-20
47456,15697,9830,2013-01-4
47457,12560,9830,2013-08-16
47458,19437,9830,2012-02-6
47459,9555,9830,2013-01-7
47460,11850,9830,2012-06-20
47461,7623,9830,2013-02-8
47462,8477,9830,2012-04-5
47463,3832,9830,2012-12-10
47464,7393,9830,2013-08-7
47465,7154,9830,2012-09-11
47466,4743,9830,2012-12-31
47467,2855,9830,2013-05-30
47468,7720,9830,2013-02-3
47469,26433,9830,2012-08-13
47470,412,9830,2013-04-28
47471,22092,9830,2012-01-21
47472,2610,9830,2013-04-4
47473,3135,9830,2012-11-27
47474,27702,9830,2012-09-25
47475,16778,9830,2013-03-18
47476,1709,9830,2012-06-10
47477,8466,9830,2012-05-23
47478,14393,9830,2013-10-1
47479,12767,9830,2012-12-14
47480,15040,9830,2012-12-20
47481,24355,9830,2013-01-25
47482,24210,9830,2012-07-4
47483,1240,9830,2012-08-7
47484,12895,9830,2013-06-19
47485,15125,9830,2013-04-6
47486,16554,9830,2012-08-5
47487,2685,9830,2014-05-21
47488,11104,9830,2012-10-16
47489,5251,8621,2012-11-27
47490,24057,8621,2013-04-4
47491,8065,8621,2013-02-23
47492,16665,8621,2012-01-8
47493,13367,8621,2013-02-3
47494,27743,8621,2012-12-27
47495,19626,8621,2013-01-29
47496,3135,8621,2012-07-28
47497,4020,8621,2014-05-29
47498,18361,8776,2012-05-23
47499,19527,8776,2011-12-21
47500,9556,8776,2012-03-18
47501,22945,8776,2013-12-8
47502,807,8776,2011-12-16
47503,19268,8776,2013-01-24
47504,3237,8776,2013-05-9
47505,8373,8776,2013-04-13
47506,17065,8776,2013-01-3
47507,22695,8776,2013-01-11
47508,20265,8776,2013-03-4
47509,17722,8776,2011-12-12
47510,2433,8776,2012-10-23
47511,2491,8776,2013-02-22
47512,26817,8776,2014-01-16
47513,24687,8776,2012-01-28
47514,11826,8776,2013-07-14
47515,13407,8776,2012-07-18
47516,11940,8776,2013-05-15
47517,23269,8776,2012-12-28
47518,2345,8776,2012-10-30
47519,20088,8776,2013-01-12
47520,20404,8776,2012-10-3
47521,4286,8776,2012-03-13
47522,19994,8776,2012-03-31
47523,8139,895,2013-01-6
47524,429,895,2012-02-11
47525,982,895,2013-07-22
47526,20088,895,2012-12-11
47527,23641,895,2013-08-24
47528,23222,2647,2012-10-29
47529,20843,2647,2012-06-3
47530,24525,2647,2012-03-28
47531,8277,7374,2014-06-3
47532,26774,7374,2013-07-22
47533,23714,7374,2013-10-2
47534,24142,7374,2013-03-7
47535,7958,7374,2013-05-20
47536,26559,7374,2012-05-15
47537,3038,7374,2013-02-20
47538,17482,7374,2013-03-27
47539,13823,7374,2014-05-22
47540,12654,7374,2013-03-9
47541,13450,7374,2014-05-23
47542,22103,7374,2013-08-29
47543,14129,7374,2012-06-16
47544,20937,7374,2013-01-28
47545,17182,7374,2013-08-22
47546,8100,7374,2012-03-24
47547,24662,7374,2013-01-18
47548,10258,7374,2013-05-13
47549,24896,7374,2013-08-7
47550,721,7374,2013-04-9
47551,1127,7374,2012-12-28
47552,9387,7374,2013-11-20
47553,18524,7374,2013-04-6
47554,22801,7374,2013-02-25
47555,21169,7374,2012-07-21
47556,13903,7374,2013-09-10
47557,14461,7374,2013-01-11
47558,14238,7374,2013-10-24
47559,3292,7374,2013-03-22
47560,18456,7374,2012-12-14
47561,25745,7374,2012-06-14
47562,6656,7374,2014-07-9
47563,22136,7374,2013-09-20
47564,19041,8889,2012-07-9
47565,13236,8889,2012-12-26
47566,26490,8889,2013-02-11
47567,24890,8889,2012-12-23
47568,23388,8889,2013-01-14
47569,8731,8889,2014-01-6
47570,21055,8889,2013-10-27
47571,20099,9066,2014-05-23
47572,21306,9066,2012-12-2
47573,19083,9066,2014-01-9
47574,7079,6278,2012-02-16
47575,17106,6278,2012-02-15
47576,13785,6278,2012-02-16
47577,22896,6278,2012-02-12
47578,7852,6278,2012-02-14
47579,20890,6278,2012-01-23
47580,6747,6278,2012-02-16
47581,6936,6278,2012-02-16
47582,13713,6278,2012-01-24
47583,2055,6278,2012-02-1
47584,27788,6278,2012-02-16
47585,13837,6278,2012-02-1
47586,24188,6278,2012-02-16
47587,7193,6278,2012-02-26
47588,20841,6278,2012-01-30
47589,26902,6278,2012-04-1
47590,1001,6278,2012-03-11
47591,27409,6278,2012-01-30
47592,26835,3493,2012-11-14
47593,13,3493,2013-09-4
47594,9668,3493,2013-01-17
47595,23308,3493,2013-10-6
47596,8312,3493,2012-11-30
47597,18115,3493,2013-11-15
47598,16112,3493,2013-06-2
47599,16044,3493,2012-12-18
47600,6838,3493,2014-06-20
47601,23080,3493,2013-02-8
47602,11155,3493,2012-11-13
47603,10359,3493,2013-03-25
47604,25912,3493,2012-11-26
47605,8588,3493,2013-03-22
47606,24676,3493,2013-02-4
47607,3224,3493,2014-02-1
47608,1483,3493,2012-12-12
47609,17792,3493,2013-05-17
47610,16299,3493,2014-01-29
47611,5601,3493,2014-06-10
47612,26302,3493,2012-12-5
47613,12644,3493,2013-09-15
47614,18751,3493,2012-12-24
47615,21971,3493,2013-03-31
47616,11006,3493,2012-10-6
47617,3302,3493,2013-02-13
47618,8713,3493,2013-04-19
47619,1464,3493,2012-12-20
47620,9673,3493,2013-04-18
47621,6176,3493,2013-10-22
47622,5568,2134,2014-01-20
47623,10466,2134,2013-12-14
47624,23332,2134,2014-01-8
47625,11932,2134,2012-12-16
47626,2991,2134,2012-12-5
47627,341,2134,2013-01-21
47628,14569,2134,2013-02-26
47629,17280,2134,2013-02-20
47630,17051,2134,2012-08-31
47631,11079,2134,2014-06-18
47632,4025,2134,2013-02-26
47633,9285,2134,2012-03-2
47634,11241,2134,2013-02-5
47635,8588,2134,2013-03-22
47636,20557,2134,2014-02-18
47637,27854,2134,2012-12-29
47638,11153,2134,2012-12-2
47639,13408,2134,2013-10-27
47640,12520,2134,2012-12-3
47641,17779,9091,2013-04-16
47642,20536,9091,2013-08-5
47643,4488,9091,2013-09-12
47644,23820,9091,2012-07-15
47645,27270,9091,2013-04-9
47646,3995,4517,2012-11-23
47647,12496,4517,2012-06-13
47648,23332,4517,2014-01-8
47649,18755,4517,2013-02-4
47650,17201,4517,2013-09-17
47651,15326,4517,2013-12-30
47652,5368,4517,2012-04-11
47653,7172,4517,2013-01-1
47654,13223,4517,2014-02-7
47655,16539,4517,2013-02-26
47656,23424,4517,2013-03-5
47657,8174,4517,2012-09-30
47658,17116,4517,2013-03-1
47659,6974,4517,2012-03-21
47660,7530,4517,2013-02-4
47661,12520,4517,2013-03-2
47662,25715,6778,2014-02-17
47663,23662,6778,2012-03-27
47664,19002,6778,2012-01-11
47665,22648,6778,2014-02-9
47666,19292,1575,2012-01-25
47667,25891,1575,2012-05-7
47668,589,1575,2012-01-26
47669,4166,1575,2012-12-12
47670,5267,1575,2012-01-27
47671,19494,1575,2012-01-26
47672,10212,1575,2012-02-16
47673,1104,1575,2012-01-26
47674,14876,8376,2013-05-30
47675,12939,8376,2012-05-20
47676,9780,8376,2012-05-28
47677,19707,8376,2013-03-26
47678,8932,8376,2013-01-28
47679,22441,8376,2013-03-1
47680,20799,8376,2012-11-21
47681,25946,8376,2014-05-15
47682,16335,8376,2013-01-16
47683,17303,8376,2013-03-3
47684,12561,8376,2013-02-5
47685,27319,8376,2011-11-5
47686,11244,8376,2013-03-2
47687,2027,8376,2012-01-31
47688,18128,6817,2013-11-5
47689,11323,6817,2013-08-15
47690,24597,6817,2012-12-4
47691,1221,6817,2013-12-21
47692,15766,6817,2013-04-22
47693,12330,6817,2013-02-2
47694,934,6817,2014-03-16
47695,12465,6817,2012-11-29
47696,16768,2138,2013-02-13
47697,4787,2138,2013-10-2
47698,11484,2138,2013-06-2
47699,17805,2138,2013-01-14
47700,14364,2138,2012-10-14
47701,3467,2138,2012-12-13
47702,13870,2138,2013-01-30
47703,2245,6103,2013-08-7
47704,24953,6103,2013-12-17
47705,5492,6103,2014-03-9
47706,14582,6103,2014-07-11
47707,17015,6103,2013-10-2
47708,26906,6103,2013-07-30
47709,27381,6103,2014-05-5
47710,24995,6103,2013-10-26
47711,23240,4227,2012-07-17
47712,2647,4227,2013-05-17
47713,22445,4899,2013-01-4
47714,25999,4899,2014-04-22
47715,6879,4899,2014-05-9
47716,10622,4899,2014-07-12
47717,20090,4899,2014-04-25
47718,26527,4899,2014-07-8
47719,1116,4899,2014-05-8
47720,3059,4899,2014-06-30
47721,11088,4899,2014-06-27
47722,22357,4899,2014-04-28
47723,11414,4899,2014-05-18
47724,3316,4899,2014-05-1
47725,27340,4899,2014-05-14
47726,6401,4899,2014-06-9
47727,11654,968,2013-01-8
47728,14418,968,2011-11-24
47729,12870,968,2012-02-8
47730,8035,968,2012-07-10
47731,27686,968,2011-11-16
47732,5130,968,2012-03-31
47733,16368,5097,2012-09-15
47734,9014,5097,2012-10-17
47735,13575,5097,2012-07-16
47736,4259,5097,2012-02-14
47737,9241,5097,2012-03-7
47738,6968,5097,2012-01-6
47739,10457,2759,2012-09-24
47740,19460,2759,2013-12-7
47741,19389,2759,2012-04-21
47742,21853,2759,2012-04-23
47743,15206,2759,2013-01-10
47744,17382,2759,2012-02-8
47745,4003,2759,2012-10-13
47746,7522,2759,2013-01-7
47747,15024,2759,2013-12-30
47748,17451,2759,2012-05-30
47749,8375,2759,2012-11-23
47750,4705,2759,2013-07-16
47751,25176,2759,2013-09-13
